source_ip,destination_ip,start_time,Network_Node_Text,source_port,destination_port,flags,site,asn,num_packets,num_bytes,Label
135.b1d10.b1d10.105,135.0777d.04511.237,1415750857,"Islamist 'rebels' ambush a police convoy, killing three members.",22,65392,-AP---,c9f0f,c4ca4,6,504,1
135.b1d10.b1d10.24,135.0777d.04511.237,1415758357,A bomb planted by Sunni fundamentalists takes out a woman and teenager.,22,65466,-AP---,c9f0f,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.b1d10.68,1415453881,"A Shahid suicide bomber detonates amid a group of civilians, laying out seven.",51480,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.b1d10.091d5.87,135.0777d.04511.237,1415762490,A young woman is beheaded by the Islamic State.,22,57913,-AP---,c9f0f,c4ca4,6,504,1
135.b1d10.6f3ef.124,135.0777d.04511.237,1415752103,ISIS claims responsibility for a car bomb attack that leaves one dead.,22,36756,-AP---,c9f0f,c4ca4,6,504,1
135.b1d10.6f3ef.10,135.0777d.04511.237,1415762751,Eleven members of a single family are murdered in their own home by Mujahideen.,22,36721,-AP---,c9f0f,c4ca4,6,504,0
135.b1d10.b1d10.193,135.0777d.04511.237,1415756852,A boy is shot to death for helping his sister-in-law escape the caliphate.,22,36611,"-A----,-AP---",c9f0f,c4ca4,6,504,1
135.b1d10.6f3ef.95,135.0777d.04511.237,1415749739,Six people are killed in a drive-by shooting by al-Qaeda linked militants.,22,55783,"-A----,-AP---",c9f0f,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.b1d10.236,1415743417,Suspected Taliban bombers exterminate two young children.,36616,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,1
135.0777d.04511.237,135.b1d10.6f3ef.110,1415450819,A suicide bomber kills one other person.,37862,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.6f3ef.105,1415457393,A 40-year-old Buddhist man is gunned down by Muslim terrorists.,55733,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,1
135.b1d10.b1d10.129,135.0777d.04511.237,1415760303,Fundamentalists stone a man and woman to death over suspected adultery.,22,38700,-AP---,c9f0f,c4ca4,6,504,0
135.b1d10.b1d10.165,135.0777d.04511.237,1415751471,"Mujahideen set off a bomb near a popular market, successfully killing three passersby.",22,51823,-AP---,c9f0f,c4ca4,6,504,0
135.b1d10.6f3ef.59,135.0777d.04511.237,1415742762,Four people are blown to bits by two suicide bombers.,22,38687,"-A----,-AP---",c9f0f,c4ca4,6,504,0
135.b1d10.6f3ef.68,135.0777d.04511.237,1415754675,Ten people are torn limb from limb by a Shahid suicide bomber.,22,38665,-AP---,c9f0f,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.6f3ef.96,1415504956,Fifteen civilians are electrocuted by the Islamic State.,55784,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.b1d10.b1d10.185,135.0777d.04511.237,1415743241,Thirty-five civilians are executed by firing squad for attempting to flee the caliphate.,22,51247,-AP---,c9f0f,c4ca4,6,504,1
135.b1d10.b1d10.136,135.0777d.04511.237,1415751305,A half-dozen security personnel are ambushed and killed by a radical Islamist group.,22,47022,-AP---,c9f0f,c4ca4,6,504,1
135.b1d10.13fe9.97,135.0777d.04511.232,1415767512,Two employees at an Islamic seminary are shot to death on suspicion of sexual activity.,22,35155,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1129,0
135.0777d.04511.232,135.b1d10.13fe9.97,1415767512,A series of bomb attacks leaves a civilian dead and a dozen others wounded.,35155,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.b1d10.d1c38.32,135.0777d.04511.232,1415767518,Eleven Iraqis are take out by two suicide car bombers.,22,58331,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,850,0
135.b1d10.d1c38.24,135.0777d.04511.232,1415767528,Two siblings are hacked to death by Fulani mercenaries.,22,47068,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,906,1
135.b1d10.d1c38.96,135.0777d.04511.232,1415767518,"Runda Kumpulan Kecil Islamists spray a tea shop with bullets, killing two villagers.",22,42771,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,850,1
135.0777d.04511.232,135.b1d10.d1c38.124,1415767519,A mass grave is discovered containing women and children among other victims of the Islamic State.,34983,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,1
135.0777d.04511.232,135.b1d10.d1c38.96,1415767518,Two guards at an oil field are murdered by ISIS.,42771,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,1
135.0777d.04511.232,135.b1d10.d1c38.24,1415767528,Caliphate members murder a man in front of his family and hang from a traffic light.,47068,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,1
135.0777d.04511.232,135.b1d10.d1c38.77,1415767528,A child is disassembled by a Sunni mortar shell.,48972,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.0777d.04511.232,135.b1d10.d1c38.86,1415767526,Islamic militants storm a house and kill a woman.,50805,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,1
135.0777d.04511.232,135.b1d10.d1c38.39,1415767518,Three civilians are left dead after a Shiite militant attack on a hospital.,55266,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.0777d.04511.232,135.b1d10.d1c38.117,1415767527,Suspected Mujahid gun down a man in front of his wife and children.,56032,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.0777d.04511.232,135.b1d10.d1c38.32,1415767518,Two civilians are laid out by a Taliban bomb blast.,58331,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.0777d.04511.232,135.b1d10.d1c38.46,1415767520,Sunni fundamentalists ambush and murder six local cops.,59617,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,1
135.b1d10.d1c38.86,135.0777d.04511.232,1415767526,Eight young people are crucified by the Islamic State.,22,50805,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,874,0
135.b1d10.13fe9.94,135.0777d.04511.232,1415767522,"A Shahid suicide car bomber hits a government building, killing four employees.",22,34770,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1129,1
135.b1d10.13fe9.40,135.0777d.04511.232,1415767520,A half-dozen people lose their lives to a suicide car bomber.,22,55438,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1073,0
135.b1d10.13fe9.58,135.0777d.04511.232,1415767519,Five Iraqis are blown to bits by a Fedayeen suicide bomber at a commercial area.,22,55592,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1073,1
135.b1d10.d1c38.77,135.0777d.04511.232,1415767528,"A suicide bomber detonates at a restaurant frequented by Shiites, killing at least fourteen.",22,48972,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1129,0
135.b1d10.13fe9.111,135.0777d.04511.232,1415767529,One person is murdered by ISIS.,22,59659,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1073,1
135.b1d10.d1c38.39,135.0777d.04511.232,1415767518,At least five others are killed when Boko Haram launch an attack on a small town.,22,55266,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,874,1
135.b1d10.d1c38.117,135.0777d.04511.232,1415767527,Eight residents are killed when al-Nusra lob rocket shells into a neighborhood.,22,56032,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,850,0
135.b1d10.d1c38.46,135.0777d.04511.232,1415767520,ISIS snipers pick off a local military officer.,22,59617,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,850,1
135.0777d.04511.232,135.b1d10.13fe9.94,1415767522,Children are among six killed when a suicide bomber detonates near a school.,34770,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.0777d.04511.232,135.b1d10.13fe9.40,1415767520,"Four people, including two refugees, are gunned down by Islamic militants.",55438,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.0777d.04511.232,135.b1d10.13fe9.58,1415767519,A suicide bomber manages to kill one other person.,55592,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,1
135.b1d10.d1c38.124,135.0777d.04511.232,1415767519,A marketplace blast leaves two patrons in pieces.,22,34983,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1073,1
135.0777d.04511.232,135.b1d10.13fe9.111,1415767529,A Muslim gang slits the throat of a disabled Christian for trying to defend members of his community.,59659,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.b1d10.d1c38.59,135.0777d.04511.232,1415767536,A civilian bleeds out after the Taliban spray a vehicle with bullets.,22,34939,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1073,1
135.b1d10.d1c38.60,135.0777d.04511.232,1415767538,Two villagers are machine-gunned in their pick-up truck by Muslim terrorists.,22,35131,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1073,0
135.b1d10.d1c38.110,135.0777d.04511.232,1415767535,The caliphate burns fifteen civilians alive for trying to flee.,22,42672,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,850,1
135.0777d.04511.232,135.b1d10.d1c38.59,1415767536,Three civilians are reduced to disparate parts by two Fedayeen suicide bombers.,34939,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.0777d.04511.232,135.b1d10.d1c38.60,1415767538,A secular student activist is hacked to death at a university by three devotees chanting praises to Allah.,35131,22,"---R--,-A----,-A---F,-AP---",45c48,c4ca4,6,325,1
135.0777d.04511.232,135.b1d10.d1c38.103,1415767530,A pregnant woman and three children are among over a dozen left dead after terrorists fire rockets into a Kurdish neighborhood.,37125,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.0777d.04511.232,135.b1d10.d1c38.110,1415767535,At least twenty innocents are slaughtered when Boko Haram members burn their village.,42672,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.0777d.04511.232,135.b1d10.d1c38.74,1415767538,Islamic terrorists shoot a 31-year-old man to death.,44808,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.0777d.04511.232,135.b1d10.d1c38.22,1415767529,Terrorists murder three young police recruits with a roadside bomb.,50432,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.0777d.04511.232,135.b1d10.d1c38.41,1415767539,"A video shows a gay man thrown to his death and stoned, while another is beheaded.",50407,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.b1d10.13fe9.61,135.0777d.04511.232,1415767538,"ISIS sends shells containing chemical agents into a residential neighborhood, choking two dozen residents to death.",22,40306,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1073,1
135.b1d10.d1c38.74,135.0777d.04511.232,1415767538,A woman is among four people laid out by Islamic bombers.,22,44808,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,850,1
135.b1d10.13fe9.66,135.0777d.04511.232,1415767539,Two people are killed when Mujahideen set off a bomb blast near a market.,22,50602,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1073,0
135.b1d10.d1c38.22,135.0777d.04511.232,1415767529,"Islamists send mortars into a seaside district, killing three residents.",22,50432,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,906,0
135.0777d.04511.232,135.b1d10.9cfdf.148,1415767538,"Three Shiites are gunned down by Sunnis after Friday prayers, including a father and son.",48549,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.b1d10.13fe9.87,135.0777d.04511.232,1415767539,Three women are among twenty-one Christians murdered in cold blood for refusing to submit to Islam.,22,47265,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1129,1
135.0777d.04511.232,135.b1d10.13fe9.61,1415767538,A half-dozen children are disassembled by an ISIS landmine.,40306,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,1
135.0777d.04511.232,135.b1d10.13fe9.87,1415767539,Four cement workers are murdered on account of their being members of the Druze religious minority.,47265,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,1
135.0777d.04511.232,135.b1d10.13fe9.66,1415767539,"A Fedayeen suicide car bomber rams a busy restaurant, taking out six bystanders.",50602,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,1
135.b1d10.d1c38.41,135.0777d.04511.232,1415767539,"Abu Sayyaf ambush and kill eighteen local security personnel, some of which are beheaded.",22,50407,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,906,1
135.b1d10.9cfdf.148,135.0777d.04511.232,1415767538,Mujahid bombers murder four young people at a soccer match.,22,48549,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1129,0
135.b1d10.d1c38.103,135.0777d.04511.232,1415767530,A suicide car bomber takes out four Iraqis.,22,37125,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,850,1
135.b1d10.d1c38.81,135.0777d.04511.232,1415767551,"Jihadis bomb a popular market, killing two patrons.",22,34419,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,874,0
135.0777d.04511.232,135.b1d10.d1c38.81,1415767551,"Nineteen local soldiers are ambushed, captured and beheaded by al-Qaeda.",34419,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.0777d.04511.232,135.b1d10.d1c38.67,1415767552,Ansar al Khilafah members behead a 43-year-old non-Muslim.,40226,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.0777d.04511.232,135.b1d10.d1c38.68,1415767551,Twenty civilians are reported killed when ISIS members assault several small towns.,41124,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,1
135.0777d.04511.232,135.b1d10.d1c38.105,1415767548,ISIS landmines take out a half dozen civilians.,41646,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.0777d.04511.232,135.b1d10.d1c38.123,1415767552,A 52-year-old university staffer is shot twice in the head by militant Muslims.,43157,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,1
135.b1d10.13fe9.116,135.0777d.04511.232,1415767557,"An Islamic State suicide bomber targets fleeing families, killing six members.",22,34673,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,850,0
135.0777d.04511.232,135.b1d10.d1c38.114,1415767552,A 4-year-old boy is among two killed when Muslim terrorists bomb a train station.,60686,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,1
135.b1d10.d1c38.123,135.0777d.04511.232,1415767552,Children are among those killed by an al-Shabaab bomb blast outside a restaurant.,22,43157,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1073,0
135.b1d10.9cfdf.147,135.0777d.04511.232,1415767553,A suicide bomber on a motorcycle slaughters fourteen people.,22,59242,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1129,1
135.b1d10.d1c38.114,135.0777d.04511.232,1415767552,A Taliban in police uniform murders seven border guards.,22,60686,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1129,1
135.b1d10.d1c38.105,135.0777d.04511.232,1415767548,A secular-leaning party activist is assassinate in a tea room by suspected fundamentalists.,22,41646,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,850,0
135.b1d10.d1c38.67,135.0777d.04511.232,1415767552,Fulani terrorists invade two villages and massacre over forty residents.,22,40226,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,874,1
135.0777d.04511.232,135.b1d10.9cfdf.147,1415767553,A 74-year-old man dies from injuries suffered from ISIS rocket shrapnel.,59242,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.b1d10.13fe9.52,135.0777d.04511.232,1415767549,The Taliban shoot an official to death after he stops to buy fruit.,22,40929,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1073,0
135.0777d.04511.232,135.b1d10.13fe9.116,1415767557,A Buddhist monk is among three Thais murdered by Muslim terrorists.,34673,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,1
135.0777d.04511.232,135.b1d10.13fe9.52,1415767549,A Shahid suicide bomber sends five other souls to Allah.,40929,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,1
135.b1d10.d1c38.68,135.0777d.04511.232,1415767551,Two sawmill workers are beheaded by Muslim extremists.,22,41124,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1073,0
135.b1d10.13fe9.70,135.0777d.04511.232,1415767522,Seven others die after an attack by ISIS gunmen.,22,48349,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1073,1
135.b1d10.d1c38.113,135.0777d.04511.232,1415767528,Taliban militants kill a government employee in a targeted attack.,22,59480,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1129,0
135.b1d10.d1c38.118,135.0777d.04511.232,1415767529,Three women at a market are forced to their knees and shot in the head by the Islamic State.,22,56446,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,850,1
135.b1d10.13fe9.57,135.0777d.04511.232,1415767521,Caliphate members execute a university student in front of his home.,22,47445,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1073,0
135.b1d10.d1c38.21,135.0777d.04511.232,1415767529,A journalist dies after being shot in the head by Islamists.,22,34194,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,850,1
135.b1d10.d1c38.82,135.0777d.04511.232,1415767520,Three people are torn limb from limb by a Jihadi bomb blast.,22,60243,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,874,0
135.b1d10.d1c38.18,135.0777d.04511.232,1415767529,Three French peacekeepers are reduced to pulp by an Islamist landmine.,22,48561,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1129,0
135.b1d10.13fe9.90,135.0777d.04511.232,1415767524,Two lives are cut short by an ISIS rocket attack on a small town.,22,44982,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1129,0
135.0777d.04511.232,135.b1d10.d1c38.21,1415767529,A security guard is killed during an ISIS drive-by.,34194,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.0777d.04511.232,135.b1d10.d1c38.36,1415767528,Two people at a market are sectionalized by a Mujahideen bomb blast.,40117,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.0777d.04511.232,135.b1d10.d1c38.18,1415767529,Taliban ambush and murder eight local security personnel.,48561,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,1
135.0777d.04511.232,135.b1d10.d1c38.54,1415767529,An ISIS car bomb near a cemetery leaves two dead.,50849,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,1
135.0777d.04511.232,135.b1d10.d1c38.42,1415767528,Six Libyans are taken out by a suicide bomber at a cement factory.,50119,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.0777d.04511.232,135.b1d10.d1c38.118,1415767529,A man is beheaded for alleged 'sorcery'.,56446,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.0777d.04511.232,135.b1d10.d1c38.82,1415767520,ISIS-inspired teens bomb a Sikh wedding.,60243,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.0777d.04511.232,135.b1d10.d1c38.113,1415767528,Two Iraqis are murdered by Mujahideen bombers.,59480,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,1
135.b1d10.d1c38.36,135.0777d.04511.232,1415767528,Shiite radicals are suspected of burning a police officer alive.,22,40117,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1073,1
135.b1d10.13fe9.84,135.0777d.04511.232,1415767529,An imam at a mosque is assassinated by Religion of Peace rivals.,22,58797,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1129,1
135.b1d10.13fe9.98,135.0777d.04511.232,1415767524,A man is beheaded and crucified by the Islamic State.,22,55497,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1129,1
135.b1d10.d1c38.54,135.0777d.04511.232,1415767529,Suspected al-Shabaab gun down a cleaning woman outside the UN headquarters.,22,50849,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,850,1
135.0777d.04511.232,135.b1d10.13fe9.90,1415767524,A Fedayeen suicide bomber kills four people at a checkpoint.,44982,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.0777d.04511.232,135.b1d10.13fe9.70,1415767522,A guard is killed when a suicide bomber tries to enter a bazaar.,48349,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,1
135.0777d.04511.232,135.b1d10.13fe9.57,1415767521,A photojournalist and his brother are pulled from their home and executed by the Islamic State.,47445,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.0777d.04511.232,135.b1d10.13fe9.98,1415767524,Religious radicals murder two civilians with a roadside bomb.,55497,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.0777d.04511.232,135.b1d10.13fe9.84,1415767529,An Islamist shooting and suicide blast leaves four civilians dead.,58797,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.b1d10.d1c38.42,135.0777d.04511.232,1415767528,An Hamas suicide bomber detonates on a passenger bus.,22,50119,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,938,1
135.b1d10.13fe9.79,135.0777d.04511.232,1415767538,Three children are among four people cut to ribbons by ISIS shrapnel.,22,38621,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,992,0
135.b1d10.d1c38.92,135.0777d.04511.232,1415767529,Two civilians bleed to death after their neighborhood is hit with a Sunni rocket attack.,22,46360,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,874,1
135.b1d10.d1c38.14,135.0777d.04511.232,1415767535,An ISIS rocket ends the lives of three children.,22,45048,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1073,0
135.b1d10.d1c38.78,135.0777d.04511.232,1415767542,A boy on a farm is disassembled by a terrorist mortar shell.,22,48156,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,850,1
135.b1d10.13fe9.112,135.0777d.04511.232,1415767539,Fundamentalists exterminate three local cops with an RPG.,22,57434,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,294,0
135.0777d.04511.232,135.b1d10.d1c38.127,1415767536,A Shahid suicide bomber takes out one person at a tax office.,35023,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,1
135.0777d.04511.232,135.b1d10.d1c38.63,1415767539,Over sixty are killed when religious extremists stage a massive attack on a government building that begins with a suicide bombing.,40454,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,1
135.0777d.04511.232,135.b1d10.d1c38.14,1415767535,Thirteen Kurds are killed following an ISIS chemical attack.,45048,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.0777d.04511.232,135.b1d10.d1c38.92,1415767529,A conservative Muslims shoots his own daughter and three other family members to death in an honor killing.,46360,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,1
135.0777d.04511.232,135.b1d10.d1c38.35,1415767538,"Jihadis set off a bomb outside a row of shops, killing two passersby.",47720,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.0777d.04511.232,135.b1d10.d1c38.78,1415767542,A child is among the casualties of an Islamic 'separatist' bomb blast outside a grocery store.,48156,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.0777d.04511.232,135.b1d10.d1c38.49,1415767539,A 22-year-old Christian woman is beaten and gang-raped in a targeted attack by followers of a local imam.,50039,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,1
135.0777d.04511.232,135.b1d10.d1c38.109,1415767529,An 11-year-old girl is among two Yazidi girls killed while trying to escape caliphate sex slavery.,51365,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,1
135.0777d.04511.232,135.b1d10.d1c38.91,1415767538,Seven employees at a police station and seven more at a market are executed by caliphate members.,56032,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.0777d.04511.232,135.b1d10.d1c38.106,1415767538,Women and children are among forty victims of Islamic State execution found in a mass grave.,58790,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,1
135.b1d10.d1c38.49,135.0777d.04511.232,1415767539,"Beit Ansar al-Maqdis members fire a missile at a police convoy, killing six officers.",22,50039,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,874,0
135.b1d10.d1c38.35,135.0777d.04511.232,1415767538,"A 62-year-old is killed, and an 11-year-old boy is among the injured, when Muslim militants set off a bomb at a grocery.",22,47720,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1073,1
135.b1d10.d1c38.127,135.0777d.04511.232,1415767536,Sunni snipers pick off a Shiite woman.,22,35023,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1129,0
135.b1d10.d1c38.91,135.0777d.04511.232,1415767538,Twenty Palestinians at a refugee camp are reportedly beheaded by ISIS.,22,56032,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,874,1
135.b1d10.13fe9.93,135.0777d.04511.232,1415767540,Islamic militants brutally murder seven guards for an polio vaccination team.,22,34087,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1129,0
135.b1d10.d1c38.63,135.0777d.04511.232,1415767539,Sharia proponents throw five accused homosexuals to their deaths from the roof of a building.,22,40454,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1073,0
135.b1d10.d1c38.106,135.0777d.04511.232,1415767538,"Boko Haram gunmen fire into a village, then at fleeing residents, taking out eleven.",22,58790,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,850,0
135.0777d.04511.232,135.b1d10.13fe9.93,1415767540,"Jihadis bomb a popular market, killing two patrons.",34087,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.0777d.04511.232,135.b1d10.13fe9.79,1415767538,A half-dozen Iraqis are shot or blown up in a series of attacks by Muslim terrorists.,38621,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.0777d.04511.232,135.b1d10.13fe9.112,1415767539,Two people at a café lose their lives to Mujahid bombers.,57434,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,1
135.b1d10.d1c38.109,135.0777d.04511.232,1415767529,Two women and their babies are among seven people exterminated by two suicide bombers at a refugee camp.,22,51365,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,850,1
135.b1d10.13fe9.65,135.0777d.04511.232,1415767545,Two local cops are murdered by Taliban bombers.,22,43070,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,5,1073,0
135.b1d10.d1c38.120,135.0777d.04511.232,1415767549,"ISIS members booby-trap the homes of civilians, killing six.",22,47152,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,850,0
135.0777d.04511.232,135.b1d10.d1c38.56,1415767559,al-Shabaab bombers take out six AU peacekeepers.,44356,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.0777d.04511.232,135.b1d10.d1c38.45,1415767555,"An ISIS rocket claims the lives of four people, including a 14-year-old boy.",45420,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,1
